"Alliance","Conservative","Democratic.Unionist","Green","National.Democratic.Resistance","Natural.Law","Progressive.Unionist","Sinn.Fein","Social.Democratic.and.Labour","Ulster.Unionist","United.Kingdom.Unionist","Constituency","CV","FPTP","British.National","Labour","Liberal","Liberal.Democrat","People.s.Labour","Plaid.Cymru","Referendum","Scottish.National","Scottish.Socialist.Alliance","Socialist","Socialist.Labour","The.Speaker","United.Kingdom.Independence","Ind127","Ind138"
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Enfield North","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999958,0,0,0,0,0,0,0,0,0,"Enfield Southgate","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Epping Forest","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Epsom and Ewell","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.999999999996,0,0,0,0,0,0,0,0,0,"Erewash","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Erith and Thamesmead","Labour","Labour",0,99.9999999999926,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.999999999996,0,0,0,0,0,0,0,0,0,"Esher and Walton","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Essex North","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Exeter","United.Kingdom.Independence","Labour",0,0,0,0,0,0,0,0,0,0,0,0,100.000000000008,0,0
0,0,0,0,0,0,0,0,0,0,0,"Falkirk East","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Falkirk West","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Falmouth and Camborne","Liberal.Democrat","Labour",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Fareham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Faversham and Kent Mid","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Feltham and Heston","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Fife Central","Labour","Labour",0,99.9999999999928,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Fife North East","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000006,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Finchley and Golders Green","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Folkestone and Hythe","Liberal.Democrat","Conservative",0,0,0,100.000000000006,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Forest of Dean","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Fylde","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gainsborough","Liberal.Democrat","Conservative",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Galloway and Upper Nithsdale","Scottish.National","Scottish.National",0,0,0,0,0,0,0,100.000000000019,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gateshead East and Washington West","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999958,0,0,0,0,0,0,0,0,0,"Gedling","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Gillingham","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Anniesland","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Baillieston","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Cathcart","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Govan","Scottish.National","Labour",0,0,0,0,0,0,0,100.000000000006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Kelvin","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Maryhill","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Pollok","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Rutherglen","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Shettleston","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Glasgow Springburn","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Gloucester","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gordon","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000006,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Gosport","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Gower","Labour","Labour",0,99.9999999999931,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999959,0,0,0,0,0,0,0,0,0,"Grantham and Stamford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Gravesham","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Great Grimsby","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Great Yarmouth","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Greenock and Inverclyde","Labour","Labour",0,99.999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Greenwich and Woolwich","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Guildford","Liberal.Democrat","Conservative",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hackney North and Stoke Newington","Labour","Labour",0,99.9999999999928,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hackney South and Shoreditch","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Halesowen and Rowley Regis","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Halifax","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Haltemprice and Howden","Liberal.Democrat","Conservative",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Halton","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hamilton South","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hamilton North and Bellshill","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hammersmith and Fulham","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hampshire East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hampshire North East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hampshire North West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hampstead and Highgate","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Harborough","Liberal.Democrat","Conservative",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Harlow","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Harrogate and Knaresborough","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Harrow East","Labour","Labour",0,99.9999999999928,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999959,0,0,0,0,0,0,0,0,0,"Harrow West","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hartlepool","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Harwich","Referendum","Labour",0,0,0,0,0,0,99.9999999999986,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hastings and Rye","Liberal.Democrat","Labour",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Havant","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hayes and Harlington","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hazel Grove","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hemel Hempstead","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hemsworth","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hendon","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Henley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hereford","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000006,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Hertford and Stortford","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hertfordshire North East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Hertfordshire South West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999958,0,0,0,0,0,0,0,0,0,"Hertsmere","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hexham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Heywood and Middleton","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,35.4975741854163,0,0,0,0,0,0,0,0,0,"High Peak","Labour","Labour",0,64.5024258145805,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Hitchin and Harpenden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Holborn and St. Pancras","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Hornchurch","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hornsey and Wood Green","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Horsham","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Houghton and Washington East","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Hove","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Huddersfield","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hull East","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hull North","Labour","Labour",0,99.9999999999928,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hull West and Hessle","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Huntingdon","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Hyndburn","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999958,0,0,0,0,0,0,0,0,0,"Ilford North","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ilford South","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Inverness East, Nairn and Lochaber","Scottish.National","Labour",0,0,0,0,0,0,0,100.000000000006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ipswich","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Isle of Wight","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islington North","Labour","Labour",0,99.9999999999931,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islington South and Finsbury","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Islwyn","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Jarrow","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999961,0,0,0,0,0,0,0,0,0,"Keighley","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Kensington and Chelsea","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000006,0,0,0,0,0,0,0,0,0,"Kettering","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kilmarnock and Loudoun","Scottish.National","Labour",0,0,0,0,0,0,0,100.000000000006,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingston and Surbiton","Liberal.Democrat","Liberal.Democrat",0,0,0,100.00000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kingswood","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Kirkcaldy","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Knowsley North and Sefton East","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Knowsley South","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lancashire West","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Lancaster and Wyre","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds Central","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds East","Labour","Labour",0,99.999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds North East","Referendum","Labour",0,0,0,0,0,0,99.9999999999985,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds North West","Liberal.Democrat","Labour",0,0,0,100.000000000007,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leeds West","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester East","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester South","Labour","Labour",0,99.999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicester West","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leicestershire North West","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leigh","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Leominster","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewes","Liberal.Democrat","Liberal.Democrat",0,0,0,100.00000000001,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham Deptford","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham East","Labour","Labour",0,99.999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lewisham West","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Leyton and Wanstead","Labour","Labour",0,99.9999999999927,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Lichfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Lincoln","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Linlithgow","Scottish.National","Labour",0,10.8748399108852,0,0,0,0,0,89.1251600891188,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool Garston","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool Riverside","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool Walton","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Liverpool West Derby","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Livingston","Labour","Labour",0,99.9999999999994,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Llanelli","Labour","Labour",0,99.9999999999925,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Loughborough","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Louth and Horncastle","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Ludlow","Liberal.Democrat","Conservative",0,0,0,100.000000000006,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Luton North","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Luton South","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Macclesfield","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Maidenhead","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Maidstone and the Weald","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Makerfield","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999959,0,0,0,0,0,0,0,0,0,"Maldon and Chelmsford East","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester Blackley","Labour","Labour",0,99.999999999993,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester Central","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester Gorton","Labour","Labour",0,99.9999999999928,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Manchester Withington","Labour","Labour",0,99.9999999999929,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Mansfield","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999959,0,0,0,0,0,0,0,0,0,"Medway","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Meirionnydd Nant Conwy","Plaid.Cymru","Plaid.Cymru",0,0,0,0,0,100.000000000001,0,0,0,0,0,0,0,0,0
0,99.9999999999958,0,0,0,0,0,0,0,0,0,"Meriden","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Merthyr Tydfil and Rhymney","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Middlesbrough","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Middlesbrough South and East Cleveland","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Midlothian","Labour","Labour",0,99.9999999999926,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Milton Keynes North East","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Milton Keynes South West","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Mitcham and Morden","Labour","Labour",0,99.9999999999928,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.999999999996,0,0,0,0,0,0,0,0,0,"Mole Valley","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Monmouth","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Montgomeryshire","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Moray","Scottish.National","Scottish.National",0,0,0,0,0,0,0,100.000000000013,0,0,0,0,0,0,0
0,100.000000000005,0,0,0,0,0,0,0,0,0,"Morecambe and Lunesdale","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Morley and Rothwell","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Motherwell and Wishaw","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Neath","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"New Forest East","Liberal.Democrat","Conservative",0,0,0,100.000000000009,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999959,0,0,0,0,0,0,0,0,0,"New Forest West","Conservative","Conservative",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,99.9999999999959,0,0,0,0,0,0,0,0,0,"Newark","Conservative","Labour",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newbury","Liberal.Democrat","Liberal.Democrat",0,0,0,100.000000000007,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle-under-Lyme","Labour","Labour",0,100.000000000003,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,"Newcastle upon Tyne Central","Labour","Labour",0,100.000000000002,0,0,0,0,0,0,0,0,0,0,0,0,0
